0.000000,-0.029110,-0.140085,0.033729
0.010000,-0.019420,-0.149011,0.046776
0.020000,-0.009929,-0.166345,0.054771
0.030000,0.000645,-0.192392,0.043892
0.040000,0.006611,-0.206995,0.022300
0.050000,0.000187,-0.212900,-0.014641
0.060000,-0.019741,-0.191965,-0.071358
0.070000,-0.052517,-0.113306,-0.149254
0.080000,-0.108806,0.015219,-0.237648
0.090000,-0.177944,0.140097,-0.283638
0.100000,-0.226055,0.215643,-0.280083
0.110000,-0.220089,0.226248,-0.214745
0.120000,-0.157070,0.192435,-0.112511
0.130000,-0.068569,0.148962,-0.050041
0.140000,0.012837,0.141318,-0.048470
0.150000,0.079609,0.155340,-0.095406
0.160000,0.120121,0.170218,-0.140923
0.170000,0.122822,0.181525,-0.170006
0.180000,0.089710,0.181280,-0.186974
0.190000,0.027790,0.158346,-0.201165
0.200000,-0.035488,0.148672,-0.210747
0.210000,-0.081249,0.159399,-0.214516
0.220000,-0.093777,0.169043,-0.222588
0.230000,-0.082470,0.164511,-0.231514
0.240000,-0.053921,0.167715,-0.247994
0.250000,-0.024242,0.176596,-0.267266
0.260000,0.004292,0.187186,-0.302010
0.270000,0.022404,0.199332,-0.324913
0.280000,0.033634,0.212515,-0.335900
0.290000,0.031147,0.221869,-0.336846
0.300000,0.015660,0.228674,-0.328865
0.310000,-0.000088,0.219061,-0.315407
0.320000,-0.021404,0.208227,-0.311852
0.330000,-0.039547,0.186468,-0.305565
0.340000,-0.041317,0.159842,-0.299095
0.350000,-0.031414,0.150976,-0.292137
0.360000,-0.024746,0.145163,-0.295037
0.370000,-0.021496,0.135763,-0.305123
0.380000,-0.013698,0.131048,-0.312783
0.390000,-0.014934,0.128165,-0.329628
0.400000,-0.026272,0.124075,-0.372795
0.410000,-0.031536,0.121039,-0.403893
0.420000,-0.035900,0.092901,-0.392632
0.430000,-0.041820,0.050238,-0.371987
0.440000,-0.055233,0.042685,-0.370903
0.450000,-0.064144,0.068243,-0.380562
0.460000,-0.067852,0.090307,-0.401512
0.470000,-0.064327,0.108618,-0.414742
0.480000,-0.054607,0.123389,-0.432762
0.490000,-0.024380,0.124212,-0.409828
0.500000,-0.005230,0.105337,-0.396553
0.510000,-0.001827,0.099646,-0.384972
0.520000,-0.002956,0.076407,-0.382546
0.530000,-0.017666,0.068960,-0.406777
0.540000,-0.035885,0.073813,-0.429222
0.550000,-0.065883,0.076895,-0.448647
0.560000,-0.099590,0.094412,-0.442421
0.570000,-0.131389,0.108481,-0.456917
0.580000,-0.143444,0.114767,-0.475777
0.590000,-0.107357,0.129751,-0.436959
0.600000,-0.055233,0.130591,-0.386101
0.610000,0.015049,0.119208,-0.344887
0.620000,0.091969,0.138815,-0.347878
0.630000,0.106037,0.191748,-0.425972
0.640000,0.069538,0.253149,-0.464653
0.650000,0.015949,0.297873,-0.421608
0.660000,-0.024532,0.330908,-0.381462
0.670000,-0.034237,0.323263,-0.394310
0.680000,-0.010067,0.291815,-0.448159
0.690000,0.052509,0.249808,-0.465859
0.700000,0.169987,0.226248,-0.368996
0.710000,0.250065,0.227270,-0.357643
0.720000,0.212849,0.236670,-0.500908
0.730000,0.144001,0.262717,-0.599938
0.740000,0.083973,0.291693,-0.621102
0.750000,0.025562,0.299200,-0.585930
0.760000,-0.018764,0.288107,-0.549523
0.770000,-0.040584,0.242514,-0.542855
0.780000,-0.030361,0.170706,-0.560494
0.790000,0.020039,0.110907,-0.532830
0.800000,0.041569,0.078726,-0.579445
0.810000,0.027577,0.041449,-0.637993
0.820000,0.011402,0.018042,-0.655358
0.830000,0.014317,0.064902,-0.683403
0.840000,0.049702,0.112066,-0.674691
0.850000,0.096745,0.162070,-0.631249
0.860000,0.155827,0.223334,-0.631523
0.870000,0.206349,0.229422,-0.691109
0.880000,0.232426,0.246725,-0.714089
0.890000,0.243092,0.236471,-0.700218
0.900000,0.223530,0.212469,-0.734673
0.910000,0.198933,0.195090,-0.758690
0.920000,0.170155,0.142584,-0.800927
0.930000,0.149784,0.083609,-0.817803
0.940000,0.142246,0.022207,-0.815865
0.950000,0.118473,-0.010751,-0.885292
0.960000,0.090809,-0.011896,-0.987389
0.970000,0.084171,-0.015482,-0.958840
0.980000,0.088352,-0.028986,-0.921288
0.990000,0.093357,-0.036112,-0.924385
1.000000,0.093250,-0.009210,-0.956398
1.010000,0.109898,0.028418,-0.957344
1.020000,0.136341,0.052313,-0.934426
1.030000,0.144566,0.041281,-0.959587
1.040000,0.118183,0.050757,-0.996605
1.050000,0.079395,0.083166,-0.992775
1.060000,0.077702,0.119620,-0.986718
1.070000,0.115864,0.172766,-0.956612
1.080000,0.139057,0.206793,-0.922158
1.090000,0.160191,0.215933,-0.879265
1.100000,0.194355,0.201758,-0.861977
1.110000,0.224140,0.161215,-0.870812
1.120000,0.258503,0.096747,-0.874382
1.130000,0.288792,0.039557,-0.866280
1.140000,0.289280,0.002798,-0.862725
1.150000,0.270268,-0.017664,-0.845421
1.160000,0.285145,-0.061609,-0.804955
1.170000,0.280796,-0.135050,-0.812722
1.180000,0.240833,-0.176874,-0.776360
1.190000,0.166660,-0.196207,-0.750466
1.200000,0.077091,-0.221063,-0.746208
1.210000,-0.000576,-0.264047,-0.728234
1.220000,-0.042293,-0.247309,-0.748299
1.230000,-0.020885,-0.212412,-0.763024
1.240000,0.019612,-0.193643,-0.766182
1.250000,0.076664,-0.161997,-0.768532
1.260000,0.154133,-0.152063,-0.744683
1.270000,0.228352,-0.142923,-0.709450
1.280000,0.270817,-0.161752,-0.713433
1.290000,0.267002,-0.229410,-0.733345
1.300000,0.228535,-0.265878,-0.765999
1.310000,0.171391,-0.268564,-0.769310
1.320000,0.118443,-0.263651,-0.737938
1.330000,0.100880,-0.227121,-0.737679
1.340000,0.073719,-0.236810,-0.811669
1.350000,0.053822,-0.271539,-0.876732
1.360000,0.061192,-0.310907,-0.896660
1.370000,0.101856,-0.320108,-0.918511
1.380000,0.160679,-0.345163,-0.931588
1.390000,0.272526,-0.356531,-0.929451
1.400000,0.381703,-0.372461,-0.935234
1.410000,0.460591,-0.380304,-0.938744
1.420000,0.511479,-0.354624,-0.881127
1.430000,0.508793,-0.339823,-0.913063
1.440000,0.465962,-0.371256,-0.969994
1.450000,0.415409,-0.386987,-0.965538
1.460000,0.371937,-0.392191,-0.955162
1.470000,0.347782,-0.406961,-0.946877
1.480000,0.338139,-0.437814,-0.954003
1.490000,0.354847,-0.468897,-0.963494
1.500000,0.359837,-0.494470,-0.925164
1.510000,0.362156,-0.525781,-0.824059
1.520000,0.360859,-0.538187,-0.773262
1.530000,0.338795,-0.543360,-0.757546
1.540000,0.301823,-0.549280,-0.753258
1.550000,0.267201,-0.531992,-0.769905
1.560000,0.230351,-0.510584,-0.800530
1.570000,0.201023,-0.464731,-0.798729
1.580000,0.170155,-0.419733,-0.801583
1.590000,0.121937,-0.385843,-0.803673
1.600000,0.078587,-0.357218,-0.792412
1.610000,0.048741,-0.347482,-0.766060
1.620000,0.047703,-0.360651,-0.746727
1.630000,0.080586,-0.355951,-0.779702
1.640000,0.122547,-0.340204,-0.834786
1.650000,0.171436,-0.307367,-0.858834
1.660000,0.211735,-0.254907,-0.838097
1.670000,0.227421,-0.227472,-0.842324
1.680000,0.130085,-0.252115,-1.288628
1.690000,-0.032390,-0.038843,-1.736443
1.700000,0.051487,0.440115,-0.655114
1.710000,0.069233,0.607199,-0.389595
1.720000,0.073902,0.663092,-0.838661
1.730000,0.225941,0.711890,-1.384423
1.740000,0.501148,0.627112,-1.074486
1.750000,0.646519,0.400717,-0.774987
1.760000,0.528599,0.161612,-0.794075
1.770000,0.288105,0.011938,-0.940666
1.780000,0.048207,-0.094461,-1.017830
1.790000,-0.161632,-0.260797,-0.952111
1.800000,-0.277691,-0.450296,-0.757347
1.810000,-0.213543,-0.579386,-0.608956
1.820000,-0.069835,-0.515955,-0.651894
1.830000,0.069477,-0.357584,-0.823662
1.840000,0.166554,-0.240305,-0.968880
1.850000,0.215168,-0.131754,-1.013405
1.860000,0.241581,-0.050424,-0.932915
1.870000,0.282658,-0.010233,-0.856377
1.880000,0.306706,0.012640,-0.854561
1.890000,0.312977,0.008810,-0.847557
1.900000,0.318379,-0.030573,-0.802727
1.910000,0.325703,-0.120065,-0.803734
1.920000,0.330372,-0.195261,-0.878716
1.930000,0.319920,-0.246927,-0.977349
1.940000,0.284886,-0.263757,-1.037209
1.950000,0.256092,-0.246759,-1.063591
1.960000,0.221882,-0.212381,-1.078194
1.970000,0.202427,-0.164194,-1.017037
1.980000,0.190296,-0.136926,-0.968773
1.990000,0.185658,-0.130365,-0.948860
2.000000,0.213032,-0.141657,-0.916054
2.010000,0.238697,-0.157312,-0.911507
2.020000,0.258290,-0.158930,-0.952874
2.030000,0.259861,-0.156137,-0.968392
2.040000,0.251835,-0.141748,-0.949868
2.050000,0.251606,-0.115976,-0.958809
2.060000,0.232273,-0.085199,-0.982506
2.070000,0.218266,-0.075052,-0.968544
2.080000,0.217213,-0.078684,-0.966332
2.090000,0.208882,-0.083246,-0.944573
2.100000,0.199833,-0.113962,-0.923912
2.110000,0.196308,-0.145090,-0.929909
2.120000,0.178730,-0.169550,-0.984627
2.130000,0.162007,-0.191736,-1.049538
2.140000,0.182194,-0.192377,-1.001320
